id,customer_tweet_id,brand_tweet_id,conversation_id,customer_author_id,customer_created_at,customer_text,historical_brand_reply,gold_intent,annotator,annotation_notes,is_sensitive,ground_truth_decision
cand_163,166655,166654,166655,154713,Fri Nov 24 19:21:21 +0000 2017,Hey @115888 feature request. A button that stops Christmas songs playing before 1st December. Thanks.,@154713 We can see how that’d be handy. Thanks for taking the time to reach out – your feedback's been noted 📝 /DF,feature_request_ui,Mohd Sajid Jafri,,False,ESCALATE
cand_164,184356,184355,184356,159388,Sat Nov 11 13:14:57 +0000 2017,"Spotify really needs to take a look at artist pages on their mobile app... I can never find their EPs and Singles, only albums and popular songs (&amp; playlists) @115888",@159388 Hi there. We're sorry you feel that way. Can you DM us your account's email address? We'll take a look backstage /LM https://t.co/ldFdZRiNAt,feature_request_ui,Mohd Sajid Jafri,,False,ESCALATE
cand_165,48070,48069,48070,126749,Thu Nov 02 17:19:21 +0000 2017,Why would anyone even want to be abroad in England tho??? Sort it out @115888 https://t.co/mAdgb5v3bT,@126749 Hey! Can you DM us your account's email address? We'll see what we can suggest /CB https://t.co/ldFdZRiNAt,service_status_outage,Mohd Sajid Jafri,,False,AUTO_HANDLE
cand_166,8678,8677,8679.0,117526,Tue Oct 31 23:50:22 +0000 2017,@SpotifyCares I have now tried a different computer on a different network with a different browser (Edge) &amp; still can't push play.,"@117526 Hmm, that's odd. Could you DM us your account's email address? We'll take a look under the hood /KB",playback_issues,Mohd Sajid Jafri,,False,ESCALATE
cand_167,187543,187542,187545.0,160018,Wed Oct 04 10:33:51 +0000 2017,@SpotifyCares Microsoft is promoting their Music Pass Costumers to Spotify but you're Mobile App is Crashing after 10Minutes of use and is not up-to-date. https://t.co/KeGAIGe0dx,@160018 1: The Spotify app on Windows Phone is currently in maintenance mode. There's some more info here: https://t.co/KSq4qse4dE.,app_crash_technical,Mohd Sajid Jafri,,False,ESCALATE
cand_168,199184,199183,199185.0,162939,Wed Oct 04 10:46:06 +0000 2017,@115888 Wow hi it's ok now i just re-downloaded it thx for the service though 💯,@162939 That's great to hear! Just let us know if we can help with anything else /HC,other_unsupported,Mohd Sajid Jafri,,False,AUTO_HANDLE
cand_169,156960,156959,156960,152050,Fri Nov 24 16:53:24 +0000 2017,@SpotifyCares Roughly how long does it take to get a response to a private message? Just sent one and I'm wondering. Cheers.,@152050 Hi there! We've just replied to your DM. Check it out /JE,other_unsupported,Mohd Sajid Jafri,n,False,AUTO_HANDLE
cand_170,149357,149356,149357,150032,Fri Nov 24 10:46:12 +0000 2017,@SpotifyCares I’m trying to use spotify on my PS4 and when I try to link my account it tells me it’s already linked to one??,@150032 Hey there! That's not cool. Our friends over @AskPlayStation should be able to help with this. Give us a shout if you have other questions /QI,service_status_outage,Mohd Sajid Jafri,,False,AUTO_HANDLE
cand_171,130880,130879,130880,145544,Fri Nov 24 05:38:20 +0000 2017,@115888 needs a “deleted” page,@145544 Hi there! Thanks for the suggestion. We'll be sure to pass it on to the team. Let us know if you need anything else /NY,feature_request_ui,Mohd Sajid Jafri,,False,ESCALATE
cand_172,130902,130901,130902,145551,Fri Nov 24 05:15:18 +0000 2017,"@SpotifyCares hi, yesterday i received an email saying that my spotify family was changed to spotify free bc you couldnt confirm my address. when i tried to confirm it i kept failing with ""3-ups, something wrong try again"". what should i do? my account is __email__ thx",@145551 Hey Joe! We've just sent you a bit more info over DM. We'll carry on helping out there. We also suggest that you delete your public tweet as it contains private info /MA,service_status_outage,Mohd Sajid Jafri,,False,ESCALATE
cand_173,83689,83688,83689,134391,Thu Nov 30 12:31:33 +0000 2017,"i was thinking, what if @115888 had achievements for like how many times you played a song or when someone else is listening to your playlist",@134391 We can see how that’d be useful! You can vote for the official idea here: https://t.co/iQu0I6ujez. Stay awesome 😁 /MX,feature_request_ui,Mohd Sajid Jafri,,False,ESCALATE
cand_174,124841,124840,124842.0,143966,Fri Nov 24 00:25:11 +0000 2017,@SpotifyCares @143967 how to get the promo 129php for 3months?,@143966 Hey there! Can you DM us your account's email address? We'll take a look /RB https://t.co/ldFdZRiNAt,subscription_billing,Mohd Sajid Jafri,,False,ESCALATE
cand_175,187399,187397,187399,159968,Wed Oct 04 07:05:37 +0000 2017,"@115888 @SpotifyCares hey Spotify, how do I access your live chat? Used it last month for help and it was amazing. Need their help again.","@159968 Hi Jess! We can help out here on Twitter, but you can also reach out to our Chat team here: https://t.co/zu6tKiIYUg /PL",service_status_outage,Mohd Sajid Jafri,,False,AUTO_HANDLE
cand_176,22239,22237,22239,120860,Tue Oct 31 22:09:37 +0000 2017,"Would be very cool @115888 if under ""New Releases"" things were separated by Album vs. Single &lt;3",@120860 This sounds like a great idea! Suggest it in our Community at https://t.co/rtDvYZOF32 so it can get support from other users 💚 /RR,feature_request_ui,Mohd Sajid Jafri,,False,AUTO_HANDLE
cand_177,17067,17066,17067,119768,Fri Dec 01 05:39:08 +0000 2017,@SpotifyCares  your customer service is poor.... today I was advised to change the password on my hacked account ... might be a challenge don’t you think ?!,@119768 Sorry to hear you feel that way. We've just sent you more info via DM. We'll continue helping out there /LS,account_access_security,Mohd Sajid Jafri,,True,ESCALATE
cand_178,64395,64393,64397.0,130782,Thu Nov 30 07:59:32 +0000 2017,@SpotifyCares What about my downloaded albums?,@130782 Your downloaded tunes are safe. You'll just have to resync them after you reinstall the app. Keep us posted /PL,other_unsupported,Mohd Sajid Jafri,,False,AUTO_HANDLE
cand_179,110033,110032,110033,140430,Thu Nov 23 19:56:18 +0000 2017,"@spotifycares can you help, my wife has received an email to renew her spotify student but the institution is not recognised, but she has had student for a year signed up through nus extra, please help as she doesn't want to use any other services as this is the best","@140430 Hey, help's here! Could you send us a DM with your wife's account's email address or username? We'll take a look backstage /CO https://t.co/ldFdZRiNAt",service_status_outage,Mohd Sajid Jafri,,False,ESCALATE
cand_180,145944,145943,145944,149097,Fri Nov 24 09:13:00 +0000 2017,"@SpotifyCares Hey there - if I sign up to a mobile package with Spotify included, can I transfer over existing playlists etc from an existing premium account?  Thanks again","@149097 Hey Mike, help's here! Could you send us a DM with your accounts' usernames or email addresses? We'll take a look and see what we can suggest 🔍 /DB https://t.co/ldFdZRiNAt",subscription_billing,Mohd Sajid Jafri,,False,ESCALATE
cand_181,169702,169701,169702,155524,Fri Nov 24 20:27:12 +0000 2017,@SpotifyCares why was I not notified about needing to re-verify my student account eligibility? I tried to get the student account again and the website now says I’m a student but I still can’t access Hulu. Do I have to wait a whole month? And can the $9.99 be reversed?,@155524 Hey there! Could you DM us your account's username and email address? We'll take a look backstage /DF https://t.co/ldFdZRiNAt,subscription_billing,Mohd Sajid Jafri,,True,ESCALATE
cand_182,199178,199177,199178,162937,Wed Oct 04 10:48:13 +0000 2017,@118266 kok udah bayar premium sebulan tapi di aplikasi tetep ga bisa ya,"@162937 Hey! We can help out in English via Twitter, but we also have Indonesian support via email at https://t.co/ZgU70TbP8M /HC",other_unsupported,Mohd Sajid Jafri,,False,AUTO_HANDLE
cand_183,93902,93900,93902,136366,Thu Nov 30 14:37:42 +0000 2017,@115888 why isn’t star shopping by lil peep on spotify,@136366 Hey there! Can you let us know which country your Spotify account is set to? We'll be right here waiting /LP,other_unsupported,Mohd Sajid Jafri,,False,AUTO_HANDLE
cand_184,104102,104099,104102,138950,Thu Nov 30 17:18:15 +0000 2017,@SpotifyCares hey guys. I can't get back logged in. Even the email address I registered with isn't being recognized,@138950 Hi there! Could you DM us your account's email address so we can check backstage? /FJ https://t.co/ldFdZRiNAt,service_status_outage,Mohd Sajid Jafri,,False,AUTO_HANDLE
cand_185,30116,30115,30116,122625,Wed Nov 01 09:50:26 +0000 2017,@SpotifyCares Can you not use a NUS card anymore to get Spotify student price?!,@122625 Hey there! We've just sent you a bit more info over DM. We'll carry on helping out there /RS,other_unsupported,Mohd Sajid Jafri,,False,AUTO_HANDLE
cand_186,41772,41771,41773.0,125201,Wed Nov 01 15:23:20 +0000 2017,@SpotifyCares And thanks for sharing the link 😊,"@125201 No worries. If there's anything else, give us a shout. Have a https://t.co/fOHcTvz8dt 💚 /LP",other_unsupported,Mohd Sajid Jafri,,False,AUTO_HANDLE
cand_187,153792,153791,153792,151213,Fri Nov 24 11:30:43 +0000 2017,@115888 Hey is there any plans to bring this deal to Ireland anytime soon? Would really appreciate it! https://t.co/KEoxLrhVRI,"@151213 @115888 Hi there! The deal's currently not available in your country, but it's great to hear your thoughts about this. We'll pass it along to the team. If there's anything else, let us know /FJ",other_unsupported,Mohd Sajid Jafri,,False,AUTO_HANDLE
cand_188,189659,189657,189659,160484,Wed Oct 04 23:13:33 +0000 2017,"@SpotifyCares Issue w/Spotify on WinMobile 10. Keeps saying can't connect audio, restart.  Either that or just wont play. TIA #windows10",@160484 Hey David! What device and Spotify version are you using? We'll see what we can suggest /RA,app_crash_technical,Mohd Sajid Jafri,,False,ESCALATE
cand_189,124151,124150,124151,143768,Fri Nov 24 00:08:57 +0000 2017,Why can't I get @115888  for £4.99 a month like students 😭 #Notfair 🤦🏼‍♀️,@143768 Hey Katherine! Could you send us a DM with your account's email address or username? We'll take a look backstage /LO https://t.co/ldFdZRiNAt,other_unsupported,Mohd Sajid Jafri,,False,AUTO_HANDLE
cand_190,140092,140089,140092,147607,Fri Nov 24 07:56:44 +0000 2017,... I have literally 2 country-like songs/singers on my @115888 account out of thousands of songs ... so why is my weekly suggestions always filled up with gorram country music? ... and no way to thumbs down it ... Grrrrr #Ihatecountrymusic,"@147607 Hey Danielle! Just to check, is it on your Discover Weekly playlist? If so, Discover Weekly is based on what you, and others like you, are listening to. Hopefully it’s more in tune with your tastes next week /MU",other_unsupported,Mohd Sajid Jafri,,False,AUTO_HANDLE
cand_191,181553,181551,181553,158654,Wed Oct 04 05:22:31 +0000 2017,"@118266 i have a couple questions, can you help me..",@158654 Hey Sonny! The cavalry's here. How can we help you today? /KB,other_unsupported,Mohd Sajid Jafri,,False,AUTO_HANDLE
cand_192,166663,166662,166663,154717,Fri Nov 24 19:02:22 +0000 2017,@117153 Guys a little help here? Isn't working… https://t.co/R4sdWnx8AT,"@154717 Hey Tiago, help's here! We'd suggest deleting your message as it contains your private info (email address). Can you send us a DM instead? We'll have a look backstage /AG https://t.co/ldFdZRiNAt",other_unsupported,Mohd Sajid Jafri,,False,AUTO_HANDLE
cand_193,53728,53727,53729.0,128149,Wed Nov 01 17:53:28 +0000 2017,@SpotifyCares I’ve tried both of those and neither worked,@128149 Hmm. Could you send us your account's username or email address via DM? We'll take a look backstage /LP https://t.co/ldFdZRiNAt,other_unsupported,Mohd Sajid Jafri,,False,AUTO_HANDLE
cand_194,16533,16531,16535.0,119645,Wed Nov 01 03:33:17 +0000 2017,@115888 I don't get it. Do you not get to pick what you listen to anymore? Is this a cult? https://t.co/llzqflREow,@119645 Hey there! Can you let us know what's happening exactly? We'll see what we can suggest /NS,other_unsupported,Mohd Sajid Jafri,,False,AUTO_HANDLE
cand_195,172534,172533,172534,156324,Fri Nov 24 21:03:22 +0000 2017,@115888 @2069 Why do you have paypal as option to pay in US and not in Brazil?,"@156324 Hey there! We don't have any info on this right now, but we'll let the right team know it's something you'd like to see /MT",other_unsupported,Mohd Sajid Jafri,,False,AUTO_HANDLE
cand_196,70694,70692,70695.0,131856,Thu Nov 30 09:03:34 +0000 2017,"@SpotifyCares hello - iphone7, ios 11.0.3, spotify 8.4.28.1104, 

it is exactly the same issue raised on your help desk by someone else here - https://t.co/fpjMnrEIMN",@131856 We understand. Are you getting any error messages when it happens? Does logging out &gt; restarting the device &gt; logging back in help? /PL,other_unsupported,Mohd Sajid Jafri,,False,AUTO_HANDLE
cand_197,149372,149371,149372,150038,Fri Nov 24 13:37:35 +0000 2017,@115888 how do you cancel.  Oh Spotify tells you how but doesnt supply an easy way.  #rippedoffbyspotify,@150038 Hey there! Can you DM us your account's email address or username? We'll take a look backstage /TJ https://t.co/ldFdZRiNAt,other_unsupported,Mohd Sajid Jafri,,False,AUTO_HANDLE
cand_198,143004,143003,143004,148289,Fri Nov 24 10:51:44 +0000 2017,@SpotifyCares I had premium via family plan. It was canceled. Got it again. My account info was erased from families account. Don't know my email or password I used. I only know my username. Please help me!,"@148289 Hi there! Don't worry, we'll get to the bottom of this. Could you send us a DM with your account's username? We'll take a look backstage /DR https://t.co/ldFdZRiNAt",subscription_billing,Mohd Sajid Jafri,,True,ESCALATE
cand_199,149328,149327,149328,150021,Fri Nov 24 11:08:27 +0000 2017,"@SpotifyCares how long does it take for cover art to update? i changed cover art on some playlists a few days ago, and it still hasn’t changed through the mobile app. i have an iphone 7+. how long will this take?",@150021 Hey there! That's not cool. Could you send us a DM with your account's email address? We'll take a look backstage /QI https://t.co/ldFdZRiNAt,service_status_outage,Mohd Sajid Jafri,,False,AUTO_HANDLE
cand_200,66029,66028,66029,131106,Thu Nov 30 08:14:08 +0000 2017,@118266 saya mendapat promo 3 bulan cuma Rp 4990 itu benar ga? Trs kl udh 3 bulan selesai bayarnya kembali ke awal?,"@131106 Hey there! We can help out in English via Twitter, but we also have Indonesian support via email at https://t.co/ZgU70TbP8M /GK",other_unsupported,Mohd Sajid Jafri,,False,AUTO_HANDLE
